ph,temperature,turbidity,dissolved_oxygen,bod,co2,alkalinity,hardness,calcium,ammonia,nitrite,phosphorus,h2s,plankton,nitrate,salinity,status
8.455985811748556,25.452519054536463,32.39462532635875,7.122944030413308,3.6048289103123166,3.329393091107059,137.41866791227983,156.16239811373254,57.19542730774077,0.02406134785324765,0.05392950701340947,0.18080636238358005,0.0011042912479694612,31654.53923444039,10.397950094272721,16.86990605646575,Safe
7.28695355333018,31.35804610340761,52.04198081324696,5.234262997017654,8.421901496418046,12.914388080809356,50.0,169.73973534342474,64.96554098110656,0.05036719974393285,0.11380177681654845,0.2814957789163694,0.00902225455095074,35138.291255499906,20.67074303666913,14.970567044765502,Moderate
8.099164102447013,26.73148881590041,31.74178484717906,5.58424495886644,3.6747403961922696,4.697327460266243,148.17130985644644,144.31501270823614,53.71299309616643,0.014933056054140074,0.04764552728781469,0.12244242334521364,0.001155820377512731,21727.523637873972,7.863306081378147,19.09112586583863,Safe
8.02002083960982,28.90501196841135,26.308302447330362,7.935570993163624,1.6220313278698648,3.5383325187708454,111.6411665908099,183.85637332593558,47.93598117825874,0.051172349256650436,0.005,0.0823111270721194,0.0008650490713835517,33602.486453488804,9.804186168648595,16.91648537407217,Safe
7.770221633693533,28.35810666423369,39.00935333752986,7.902009325919122,2.45096087598302,3.699233034277622,118.1456444624371,161.72609723405878,58.30244027564905,0.04017776983019447,0.05281035700657903,0.10395770528324515,0.00014853542991701094,22012.40627271455,6.185383772922774,13.418091289405487,Moderate
7.981946022486477,30.111567403742566,37.32448623950265,3.965088862791466,5.376937441075903,14.88392816263486,129.32901352222243,117.70958901069125,18.112648660624945,0.12243175547979251,0.1684531808691345,0.15403535439097807,0.002679466852997726,27934.454092431257,31.08889895953217,18.295687354657872,Moderate
6.649868828326187,34.141855646759005,75.29614592638612,2.474591841700667,13.532177814669945,29.802053805429036,20.0,20.0,37.650414660234446,0.2738416166960887,0.8316816732360321,1.5523745583240924,0.04240500477997131,5231.854404779359,91.40282238028914,13.176746771322549,Critical
7.779904756220345,26.388874283902112,16.68751943530026,6.732094637928538,4.148021362067769,3.639445283561023,133.36430156532396,146.45374663287163,70.2943281259772,0.04114174224653251,0.04846871861586122,0.09113720895041268,0.0001,37492.232420572785,3.4421710217898314,20.92029055635854,Safe
7.897335779729077,29.04374311353124,35.39111585955189,7.865526462526265,1.5,2.31593025998035,147.74117720091044,166.95600651253798,67.6609809920384,0.034090445961073586,0.013094431307466424,0.058278891396683186,0.0003280297037022411,43428.17950277442,10.30741694690336,17.469867413340076,Safe
6.563763617091206,32.056473833356016,54.253053699117324,2.461916848564857,17.399921734655106,27.423280017043474,30.27622007602594,49.57874154550934,8.0,0.6674805641955349,0.3774793882944047,1.3062578308919717,0.014806420004165249,2000.0,76.47803193004422,1.0,Critical
7.819380348808921,27.655227092115055,59.55020182139759,4.478526153539841,5.5313170108157,10.270640498895276,50.0,73.4004140366902,43.876659273821616,0.04355102907187965,0.044459400875966476,0.4067956283485682,0.002073414178595147,26165.255430319838,40.51605943325855,31.009439925375666,Moderate
7.261289037196004,30.269216869576514,42.52467513621903,3.9138203700784104,5.518583910577492,7.6284206234153755,128.85007039183853,129.91724258379736,55.417013482388015,0.0886675381160937,0.12564447192786962,0.2206448921766075,0.0023942341687098146,18940.362848290242,27.01429886937745,4.101017725650575,Moderate
7.4113543845957395,30.639773546701484,26.038657837461194,6.56970426942928,2.653619931300982,5.722026655941104,107.45288529690212,147.52229023750465,51.004172311029286,0.0054608003039180435,0.011845981271882107,0.20949421577754274,0.0018630639629920896,28829.095096522455,11.780475601889336,17.83560028778456,Safe
7.858061357151561,31.192799012405878,33.768068058785076,4.758425009763642,7.293820594799645,8.015379389899167,68.54355310513722,65.48224471923228,87.40742653689527,0.026107808433558935,0.14165842174235413,0.4046381229569134,0.0019973041789145647,35276.88738057786,29.52862224649029,11.043968917223639,Moderate
7.723864528766557,25.469979365478444,16.405025957420612,7.398117324122348,2.0245684985391366,4.355423045527655,110.51229669755661,149.72751617712942,58.39309174243986,0.04612883797840907,0.00624357182439109,0.09094252444640491,0.001579103749280436,44361.373922577266,8.97103094357508,20.637991814294537,Safe
7.54122528891777,27.325320298080747,36.42855624854235,7.521624764399948,3.0444506039877997,4.1073289164859395,109.00514223778936,135.58739341789519,75.68704373549274,0.04379295897618696,0.033621203936882574,0.14127043147092924,0.0008407070092407839,29272.026941173364,1.5637159662500268,21.044425115778047,Safe
7.32220427920286,30.153350925428377,37.82683506838926,5.482366430932514,7.007009360255134,5.540366964620068,86.971281840928,61.154552035148114,20.116397360194156,0.10310186505653421,0.1847150146796659,0.49074035339489974,0.0029303238319469647,8000.0,25.182263700271847,8.157107903701212,Moderate
8.275357309379233,28.061993821070516,32.12558236766207,6.026354542348809,4.752830155330855,7.210288326219768,128.47647050489698,131.73530512729906,61.488444350716094,0.03352065074643379,0.03511607201585423,0.21144548162185892,0.001914367789534624,35224.44905096363,7.830303861667037,17.870632074761446,Safe
7.918793869293275,25.294455456832328,43.97368325956785,8.240941486596991,3.127523835492837,3.938414950189629,116.22950988790036,186.98185026204854,59.03366700634217,0.04354528521466636,0.025666718781632604,0.11966677498048693,0.0018240942800723707,30284.2056659804,1.526493737330151,13.821227250713767,Safe
5.695483378458852,26.523562697262992,77.8010295141339,2.741607581988142,14.118560601631208,18.802772606590246,20.0,104.47697316282222,19.19731224542792,0.3827023688818084,0.5783293083938092,1.275266920420983,0.05542419428333252,23252.804698994616,75.49695224868152,7.993024430094968,Critical
6.500710107826335,32.188832870684315,52.69393978366534,3.2,4.910500065369267,7.305463648758418,89.86742128186111,113.0665257566986,46.24442033250123,0.10056379325861875,0.04164550492832987,0.35649815917179756,0.006949572122340885,28446.43003158362,15.823026764293788,14.19428183725847,Moderate
8.047005429287017,26.5774979940564,56.86915335677269,4.095240483979339,7.756430495800488,5.357649494128532,105.75940574119348,146.58073539460122,47.88132745237364,0.021543130136213007,0.05345010377736799,0.32041229748181665,0.0008,34255.89397023681,16.70849690604905,13.662864226980197,Moderate
6.624200779547212,28.08525722228084,22.227114904413163,4.613561243706124,8.64754911678762,10.635386512774307,94.64838999161614,156.14110869170827,54.197401979161455,0.07545409002727785,0.07054530283271396,0.447700085554383,0.002049480450483045,22532.72231651327,39.26582783323496,18.191696071425927,Moderate
8.007063608187648,28.91488355141426,38.62447051914647,7.247444971427056,3.5372761116787177,6.3938661104462255,150.69833569750168,140.88409711556608,83.39612920925946,0.028992668617463746,0.033534465772545013,0.14129915608925184,0.0009045677554434088,28992.481744977486,13.344078747033262,9.160440941618848,Safe
8.716377029036297,28.809053043098153,37.277199984658964,4.5,2.4710690845433403,2.5278767095343655,110.56607091969114,156.03142992845082,54.94885454928156,0.015860553553174988,0.005,0.12361339548844488,0.00023534865392675934,46772.7309684476,2.473279863559788,15.100034583635331,Safe
7.99919931649818,33.0,18.949319116663414,8.333896546024375,5.275378114233048,4.581917674365106,121.36709722187533,140.5002670579007,52.06463024041834,0.02243923435373401,0.019259572883757948,0.08599671843725062,0.002071516897951326,38021.08931717508,13.442919386569319,10.332973440901828,Safe
7.944558242203366,27.3549877263618,18.0622264589178,6.151842603182687,4.845123814887495,3.0138946218880736,121.25851460154558,119.09714770531531,41.860132983323794,0.0010349404735646474,0.025876906852510387,0.16012505768466848,0.0013716959682761086,34871.87324080254,7.505321713669184,18.2381877372095,Safe
6.4256351612742835,33.40317021779875,73.81382345919985,2.989556768740668,14.83084269320338,21.663368286472995,68.25162815638393,63.447627237796496,12.557332638182562,0.26550785897798035,0.1685995390208857,0.31865178445230213,0.04085351767746745,2000.0,72.93972163385979,8.551145554450883,Critical
7.564560805033064,33.604707343949286,52.8543373522292,3.152044091483276,7.812302181352838,22.938256434966718,27.491572021017966,79.5366634376856,11.52120730953624,0.21014895863160482,0.9447670298896921,0.8761036553678825,0.022281094515626987,20667.86243386526,46.826193883217215,1.0,Critical
8.324123498447843,26.778442489670613,34.69985659781119,6.5657886486489625,3.9355948441192248,1.5,144.959086442851,158.4848448035611,41.11495909547773,0.006004580437381033,0.029327347663993697,0.10594608782399392,0.0006087332049635625,30341.3855136433,8.712326266642698,14.86261457010263,Safe
6.725242990034477,29.71682583775076,88.81311691341546,3.4215552892294974,9.21717876399303,21.482121755242225,59.164354931913984,69.14009946319968,19.604997754736225,0.2464986898946212,0.3285413835515274,1.3277677496652494,0.08656145040369836,19925.255267183937,20.0,5.6248848828058335,Critical
8.180575011983668,27.34628484424385,54.04456129564038,4.034772462278721,6.074510380061984,8.80071423133655,84.17866122409781,140.2654596471677,37.87086863526667,0.07913406471524853,0.1118414888973174,0.4121736299186583,0.009046986958077218,17740.929729909934,22.32213805293363,10.042247449656415,Moderate
7.436120991706796,31.57732669922625,52.134471434382014,3.2,6.118504729613179,6.771753715454037,103.5737514907186,67.68193877150127,38.921260343435726,0.11120003328256095,0.2973319860525859,0.41525519577262443,0.0008,27605.543996522378,15.510731452284714,12.180274089288524,Moderate
